SiteName,time,"latitude[unit=""degrees_north""]","longitude[unit=""degrees_east""]",deficit_CCSM4_rcp45
bearlake_fromgrid,2020-08-10T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-08-11T12:00:00Z,38.90637149,-105.2989972,0.1
bearlake_fromgrid,2020-08-12T12:00:00Z,38.90637149,-105.2989972,0.1
bearlake_fromgrid,2020-08-13T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-08-14T12:00:00Z,38.90637149,-105.2989972,0.7
bearlake_fromgrid,2020-08-15T12:00:00Z,38.90637149,-105.2989972,0.6
bearlake_fromgrid,2020-08-16T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-08-17T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-08-18T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-08-19T12:00:00Z,38.90637149,-105.2989972,0.8
bearlake_fromgrid,2020-08-20T12:00:00Z,38.90637149,-105.2989972,1.1
bearlake_fromgrid,2020-08-21T12:00:00Z,38.90637149,-105.2989972,1.1
bearlake_fromgrid,2020-08-22T12:00:00Z,38.90637149,-105.2989972,1.4
bearlake_fromgrid,2020-08-23T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-08-24T12:00:00Z,38.90637149,-105.2989972,1.4
bearlake_fromgrid,2020-08-25T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-08-26T12:00:00Z,38.90637149,-105.2989972,1.8
bearlake_fromgrid,2020-08-27T12:00:00Z,38.90637149,-105.2989972,1.8
bearlake_fromgrid,2020-08-28T12:00:00Z,38.90637149,-105.2989972,0.6
bearlake_fromgrid,2020-08-29T12:00:00Z,38.90637149,-105.2989972,0.8
bearlake_fromgrid,2020-08-30T12:00:00Z,38.90637149,-105.2989972,2.1
bearlake_fromgrid,2020-08-31T12:00:00Z,38.90637149,-105.2989972,2.2
bearlake_fromgrid,2020-09-01T12:00:00Z,38.90637149,-105.2989972,0.3
bearlake_fromgrid,2020-09-02T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-09-03T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-09-04T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-09-05T12:00:00Z,38.90637149,-105.2989972,0.3
bearlake_fromgrid,2020-09-06T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-09-07T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-09-08T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-09-09T12:00:00Z,38.90637149,-105.2989972,0.7
bearlake_fromgrid,2020-09-10T12:00:00Z,38.90637149,-105.2989972,0.9
bearlake_fromgrid,2020-09-11T12:00:00Z,38.90637149,-105.2989972,1.0
bearlake_fromgrid,2020-09-12T12:00:00Z,38.90637149,-105.2989972,1.2
bearlake_fromgrid,2020-09-13T12:00:00Z,38.90637149,-105.2989972,1.3
bearlake_fromgrid,2020-09-14T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-09-15T12:00:00Z,38.90637149,-105.2989972,0.1
bearlake_fromgrid,2020-09-16T12:00:00Z,38.90637149,-105.2989972,1.2
bearlake_fromgrid,2020-09-17T12:00:00Z,38.90637149,-105.2989972,1.3
bearlake_fromgrid,2020-09-18T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-09-19T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-09-20T12:00:00Z,38.90637149,-105.2989972,1.2
bearlake_fromgrid,2020-09-21T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-09-22T12:00:00Z,38.90637149,-105.2989972,0.0
